state,insurance_company,plan_type,surgery,cpt,status,policy_title,effective_date,policy_url,note
Montana,Blue Cross Blue Shield of Montana,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,VERIFIED,Cervical Spinal Fusion (SUR712.041),03/15/2025,https://medicalpolicy.bcbstx.com/content/dam/bcbs/medicalpolicy/pdf/surgery/SUR712.041_2025-03-15.pdf,HCSC medical policy PDF; CPT 22551 listed in the policy. Fetched and criteria confirmed.
Montana,Blue Cross Blue Shield of Montana,Commercial/ACA,Lower back disc surgery / decompression,63030,VERIFIED,"Carelon Clinical Appropriateness Guidelines: Spine Surgery (2025-11-15, updated 2026-01-01)",11/15/2025,https://guidelines.carelonmedicalbenefitsmanagement.com/spine-surgery-2025-11-15-updated-2026-01-01/,"No HCSC in-house discectomy policy; spine surgery PA delegated to Carelon (2025 BCBSIL Commercial PA Summary). Criterion from 'Lumbar Discectomy, Foraminotomy, and Laminotomy' sect"
Montana,PacificSource Health Plans,Commercial/ACA,Total knee replacement,27447,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,ACL reconstruction,29888,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Total hip replacement,27130,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Hip arthroscopy,29914,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Rotator cuff repair,29827,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Total shoulder replacement,23472,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Total ankle replacement,27702,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Lower back (lumbar) fusion,22612,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NOT RESEARCHED (regional payer),,,,
Montana,PacificSource Health Plans,Commercial/ACA,Lower back disc surgery / decompression,63030,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Total knee replacement,27447,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,ACL reconstruction,29888,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Total hip replacement,27130,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Hip arthroscopy,29914,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Rotator cuff repair,29827,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Total shoulder replacement,23472,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Total ankle replacement,27702,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Lower back (lumbar) fusion,22612,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NOT RESEARCHED (regional payer),,,,
Montana,Mountain Health CO-OP,Commercial/ACA,Lower back disc surgery / decompression,63030,NOT RESEARCHED (regional payer),,,,
Montana,UnitedHealthcare,Commercial/ACA,Total knee replacement,27447,NO PUBLIC CRITERIA (vendor),Surgery of the Knee (Commercial),2026-06-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-knee.pdf,TKA criteria outsourced to InterQual; ACL 29888 is only listed in the code table with no ACL criteria.
Montana,UnitedHealthcare,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Montana,UnitedHealthcare,Commercial/ACA,ACL reconstruction,29888,CODE ONLY,Surgery of the Knee (Commercial),2026-06-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-knee.pdf,TKA criteria outsourced to InterQual; ACL 29888 is only listed in the code table with no ACL criteria.
Montana,UnitedHealthcare,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Montana,UnitedHealthcare,Commercial/ACA,Total hip replacement,27130,NO PUBLIC CRITERIA (vendor),Surgery of the Hip (2026T0503JJ),"March 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-hip.pdf,"Policy defers to InterQual CP: Procedures for medical necessity criteria; only public rule is an FAI contraindication, no positive indications/conservative-care criteria in the pub"
Montana,UnitedHealthcare,Commercial/ACA,Hip arthroscopy,29914,NO PUBLIC CRITERIA (vendor),Surgery of the Hip (2026T0503JJ),"March 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-hip.pdf,"Policy defers to InterQual CP: Procedures for medical necessity criteria; only public rule is an FAI contraindication, no positive indications/conservative-care criteria in the pub"
Montana,UnitedHealthcare,Commercial/ACA,Rotator cuff repair,29827,NO PUBLIC CRITERIA (vendor),Surgery of the Shoulder (2026T0556FF),"January 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-shoulder.pdf,Defers to InterQual CP: Procedures (Arthroscopy Shoulder; Joint Replacement Shoulder); no public MN criteria for these codes.
Montana,UnitedHealthcare,Commercial/ACA,Total shoulder replacement,23472,NO PUBLIC CRITERIA (vendor),Surgery of the Shoulder (2026T0556FF),"January 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-shoulder.pdf,Defers to InterQual CP: Procedures (Arthroscopy Shoulder; Joint Replacement Shoulder); no public MN criteria for these codes.
Montana,UnitedHealthcare,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Montana,UnitedHealthcare,Commercial/ACA,Total ankle replacement,27702,NO PUBLIC CRITERIA (vendor),Surgery of the Ankle (2026T0622O),"July 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-ankle.pdf,"Defers to InterQual CP: Procedures: Total Joint Replacement (TJR), Ankle; no public MN criteria."
Montana,UnitedHealthcare,Commercial/ACA,Bunion surgery (hallux valgus),28296,NO PUBLIC CRITERIA (vendor),Surgery of the Foot (2026T0624O),"January 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-foot.pdf,"Bunionectomy/hallux valgus defers to InterQual CP: Procedures (Osteotomy, Distal Transpositional, First MT); public criteria in doc cover hallux rigidus/limitus, not 28296."
Montana,UnitedHealthcare,Commercial/ACA,Lower back (lumbar) fusion,22612,NO PUBLIC CRITERIA (vendor),Spinal Fusion and Decompression (2026T0639I),2026-04-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/spinal-fusion-decompression.pdf,"UHC 2026T0639I; the doc is real but criteria are outsourced to InterQual (proprietary, not in the public document)."
Montana,UnitedHealthcare,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NO PUBLIC CRITERIA (vendor),Spinal Fusion and Decompression (2026T0639I),2026-04-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/spinal-fusion-decompression.pdf,"UHC 2026T0639I; the doc is real but criteria are outsourced to InterQual (proprietary, not in the public document)."
Montana,UnitedHealthcare,Commercial/ACA,Lower back disc surgery / decompression,63030,NO PUBLIC CRITERIA (vendor),Spinal Fusion and Decompression (2026T0639I),2026-04-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/spinal-fusion-decompression.pdf,"UHC 2026T0639I; the doc is real but criteria are outsourced to InterQual (proprietary, not in the public document)."
Montana,Allegiance,Commercial/ACA,Total knee replacement,27447,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,ACL reconstruction,29888,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Total hip replacement,27130,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Hip arthroscopy,29914,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Rotator cuff repair,29827,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Total shoulder replacement,23472,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Total ankle replacement,27702,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Lower back (lumbar) fusion,22612,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NOT RESEARCHED (regional payer),,,,
Montana,Allegiance,Commercial/ACA,Lower back disc surgery / decompression,63030,NOT RESEARCHED (regional payer),,,,
Montana,Humana,Commercial/ACA,Total knee replacement,27447,NO PUBLIC CRITERIA (vendor),Knee Arthroplasty - Medicare Advantage,3/16/2026,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=K,"Policy exists (eff 3/16/2026, reviewed 10/14/2025) but is only reachable via mcp.humana.com TAD search interface; result links are JavaScript postbacks, no stable public URL to the"
Montana,Humana,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Montana,Humana,Commercial/ACA,ACL reconstruction,29888,NO PUBLIC CRITERIA (vendor),Knee Arthroscopy - Medicare Advantage,5/1/2026,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=K,"'Knee Arthroscopy - Medicare Advantage' (eff 5/1/2026, reviewed 4/14/2026) is the apparent governing policy for arthroscopically assisted ACL reconstruction; document only reachabl"
Montana,Humana,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Montana,Humana,Commercial/ACA,Total hip replacement,27130,NO PUBLIC CRITERIA (vendor),Hip Arthroplasty - Medicare Advantage,3/16/2026,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=H,"Policy exists (eff 3/16/2026, reviewed 10/14/2025) but only via TAD search interface; links are JS postbacks, no stable public URL."
Montana,Humana,Commercial/ACA,Hip arthroscopy,29914,NO PUBLIC CRITERIA (vendor),Hip Arthroscopy - Medicare Advantage,1/2/2026,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=H,"Policy exists (eff 1/2/2026, reviewed 12/9/2025) but only via TAD search interface; no stable public URL."
Montana,Humana,Commercial/ACA,Rotator cuff repair,29827,NO PUBLIC CRITERIA (vendor),Shoulder Arthroscopy - Medicare Advantage,1/2/2026,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=S,"'Shoulder Arthroscopy - Medicare Advantage' (eff 1/2/2026, reviewed 12/9/2025) is the apparent governing policy for arthroscopic rotator cuff repair; document only reachable via TA"
Montana,Humana,Commercial/ACA,Total shoulder replacement,23472,NO PUBLIC CRITERIA (vendor),Shoulder Arthroplasty - Medicare Advantage,8/3/2026,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=S,"Policy exists (eff 8/3/2026, reviewed 7/14/2026) but only via TAD search interface; no stable public URL."
Montana,Humana,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Montana,Humana,Commercial/ACA,Total ankle replacement,27702,NOT FOUND,,,https://mcp.humana.com/tad/tad_new/home.aspx,"Browsed Humana TAD medical policy lists for letters A, B, E, F, H, J, K, L, M, S, T: no ankle arthroplasty/replacement policy exists in the index; no Humana MCP identified for 2770"
Montana,Humana,Commercial/ACA,Bunion surgery (hallux valgus),28296,NO PUBLIC CRITERIA (vendor),Foot Surgical Procedures - Medicare Advantage,9/2/2025,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=F,"'Foot Surgical Procedures - Medicare Advantage' (eff 9/2/2025, reviewed 8/12/2025) is the apparent governing policy for bunionectomy; document only reachable via TAD postback, no s"
Montana,Humana,Commercial/ACA,Lower back (lumbar) fusion,22612,NO PUBLIC CRITERIA (vendor),Spinal Fusion Surgery - Medicare Advantage,5/1/2026,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=S,"Policy exists (eff 5/1/2026, reviewed 4/14/2026); state Medicaid variants 'Spinal Fusion and Stabilization Surgery' (IN/MI/SC/VA/OH/KY/OK, eff 6-8/2026) also listed. Only via TAD s"
Montana,Humana,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NO PUBLIC CRITERIA (vendor),Spinal Fusion Surgery - Medicare Advantage,5/1/2026,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=S,'Spinal Fusion Surgery - Medicare Advantage' (eff 5/1/2026) is the apparent governing policy for cervical fusion; cervical-specific inclusion not directly confirmable because TAD l
Montana,Humana,Commercial/ACA,Lower back disc surgery / decompression,63030,NO PUBLIC CRITERIA (vendor),Spinal Decompression Surgery - Medicare Advantage,2/2/2026,https://mcp.humana.com/tad/tad_new/Search.aspx?searchtype=beginswith&policyType=medical&docbegin=S,"Policy exists (eff 2/2/2026, reviewed 1/13/2026); state Medicaid 'Spinal Decompression Surgery' variants also listed. Only via TAD search interface, no stable public URL."
Montana,Aetna,Commercial/ACA,Total knee replacement,27447,VERIFIED,Knee Arthroplasty (CPB 0660),Last Review Date: 2026-02-26,https://www.aetna.com/cpb/medical/data/600_699/0660.html,verified in sweep 1
Montana,Aetna,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Montana,Aetna,Commercial/ACA,ACL reconstruction,29888,CODE ONLY,Allograft Transplants of the Extremities (CPB 0364),Last Review Date: 2026-05-15,https://www.aetna.com/cpb/medical/data/300_399/0364.html,This is an allograft-transplant policy; it lists 29888 among ligament allograft codes but states no medical-necessity indications/conservative-care/imaging criteria for ACL reconst
Montana,Aetna,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Montana,Aetna,Commercial/ACA,Total hip replacement,27130,VERIFIED,Hip Arthroplasty (CPB 0287),Last Review Date: 2026-07-17,https://www.aetna.com/cpb/medical/data/200_299/0287.html,verified in sweep 1
Montana,Aetna,Commercial/ACA,Hip arthroscopy,29914,VERIFIED,Hip Preservation Surgery (CPB 0736),Last Review Date: 2026-07-31,https://www.aetna.com/cpb/medical/data/700_799/0736.html,verified in sweep 1
Montana,Aetna,Commercial/ACA,Rotator cuff repair,29827,NOT FOUND,,,,
Montana,Aetna,Commercial/ACA,Total shoulder replacement,23472,VERIFIED,Shoulder Arthroplasty and Arthrodesis (CPB 0837),"Last Review Date: June 25, 2026",https://www.aetna.com/cpb/medical/data/800_899/0837.html,verified in sweep 1
Montana,Aetna,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Montana,Aetna,Commercial/ACA,Total ankle replacement,27702,VERIFIED,Total Ankle Arthroplasty (CPB 0645),Last Review Date: 2026-05-15,https://www.aetna.com/cpb/medical/data/600_699/0645.html,verified in sweep 1
Montana,Aetna,Commercial/ACA,Bunion surgery (hallux valgus),28296,VERIFIED,Bunionectomy (CPB 0629),Last Review Date: 2025-12-11,https://www.aetna.com/cpb/medical/data/600_699/0629.html,verified in sweep 1
Montana,Aetna,Commercial/ACA,Lower back (lumbar) fusion,22612,VERIFIED,Spinal Surgery: Laminectomy and Fusion (CPB 0743),2026-07-30,https://www.aetna.com/cpb/medical/data/700_799/0743.html,verified in sweep 1
Montana,Aetna,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,VERIFIED,Spinal Surgery: Laminectomy and Fusion (CPB 0743),2026-07-30,https://www.aetna.com/cpb/medical/data/700_799/0743.html,verified in sweep 1
Montana,Aetna,Commercial/ACA,Lower back disc surgery / decompression,63030,VERIFIED,Spinal Surgery: Laminectomy and Fusion (CPB 0743),2026-07-30,https://www.aetna.com/cpb/medical/data/700_799/0743.html,verified in sweep 1
Montana,Medicare,Medicare / Medicare Advantage,Total knee replacement,27447,VERIFIED (CMS LCD/NCD),Total Knee Arthroplasty (L36575),11/06/2025,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=36575,Noridian consolidated its TKA LCDs eff 11/06/2025: L36577 retired; L36575 'Total Knee Arthroplasty' now covers all JE+JF states and is currently in effect (verified in CMS MCD).
Montana,Medicare,Medicare / Medicare Advantage,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Montana,Medicare,Medicare / Medicare Advantage,ACL reconstruction,29888,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. No MAC LCD or billing article for 29888/anterior cruciate ligament reconstruction found in MCD.
Montana,Medicare,Medicare / Medicare Advantage,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Montana,Medicare,Medicare / Medicare Advantage,Total hip replacement,27130,VERIFIED (CMS LCD/NCD),Total Hip Arthroplasty (L34163),11/06/2025,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=34163,Noridian consolidated its THA LCDs eff 11/06/2025: L36573 retired; L34163 'Total Hip Arthroplasty' now covers all JE+JF states and is currently in effect (verified in CMS MCD).
Montana,Medicare,Medicare / Medicare Advantage,Hip arthroscopy,29914,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arth"
Montana,Medicare,Medicare / Medicare Advantage,Rotator cuff repair,29827,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g.
Montana,Medicare,Medicare / Medicare Advantage,Total shoulder replacement,23472,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD — general medical-necessity review. UHC MA Joint Procedures policy (10/01/2025) confirms no non-Palmetto shoulder LCDs.
Montana,Medicare,Medicare / Medicare Advantage,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Montana,Medicare,Medicare / Medicare Advantage,Total ankle replacement,27702,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. MAC 'Total Joint Arthroplasty' LCDs explicitly cover hip/knee only: Palmetto L33456 and WPS L39911 state they 
Montana,Medicare,Medicare / Medicare Advantage,Bunion surgery (hallux valgus),28296,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. Verified (not assumed): cms.gov site-restricted searches for bunion/bunionectomy/hallux valgus/hammertoe/foot 
Montana,Medicare,Medicare / Medicare Advantage,Lower back (lumbar) fusion,22612,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,"no active LCD — general medical-necessity review. Note: L36575 is Noridian's Total Knee Arthroplasty LCD (active, rev. eff. 11/06/2025), not a lumbar fusion policy."
Montana,Medicare,Medicare / Medicare Advantage,Neck (cervical) fusion (ACDF),22551,VERIFIED (CMS LCD/NCD),LCD L39758 - Cervical Fusion,07/07/2024 (rev. eff. 09/11/2025),https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39758,L39758 now covers both JE and JF; the separate JF LCD L39762 was retired 09/11/2025 (consolidated).
Montana,Medicare,Medicare / Medicare Advantage,Lower back disc surgery / decompression,63030,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD — general medical-necessity review
Montana,Medicaid,Medicaid,Total knee replacement,27447,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Partial knee replacement,27446,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,ACL reconstruction,29888,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Knee arthroscopy / meniscus surgery,29881,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Total hip replacement,27130,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Hip arthroscopy,29914,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Rotator cuff repair,29827,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Total shoulder replacement,23472,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Shoulder labral / instability repair,29806,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Total ankle replacement,27702,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Bunion surgery (hallux valgus),28296,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Lower back (lumbar) fusion,22612,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Neck (cervical) fusion (ACDF),22551,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Montana,Medicaid,Medicaid,Lower back disc surgery / decompression,63030,NO PUBLIC CRITERIA (vendor),Montana Healthcare Programs - Prior Authorization Information (with Physician-Related Services Manual),,https://medicaidprovider.mt.gov/priorauthorization,"PA page (fetched) shows surgical PA reviewed case-by-case by Mountain-Pacific Quality Health; published criteria exist only for non-ortho procedures (breast reconstruction, pannicu"
Nebraska,Blue Cross and Blue Shield of Nebraska,Commercial/ACA,Total knee replacement,27447,NOT RESEARCHED (regional Blue),,,,
Nebraska,Blue Cross and Blue Shield of Nebraska,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (regional Blue),,,,
Nebraska,Blue Cross and Blue Shield of Nebraska,Commercial/ACA,ACL reconstruction,29888,NOT RESEARCHED (regional Blue),,,,
Nebraska,Blue Cross and Blue Shield of Nebraska,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (regional Blue),,,,
Nebraska,Blue Cross and Blue Shield of Nebraska,Commercial/ACA,Total hip replacement,27130,NOT RESEARCHED (regional Blue),,,,
Nebraska,Blue Cross and Blue Shield of Nebraska,Commercial/ACA,Hip arthroscopy,29914,NOT RESEARCHED (regional Blue),,,,
Nebraska,Blue Cross and Blue Shield of Nebraska,Commercial/ACA,Rotator cuff repair,29827,NOT RESEARCHED (regional Blue),,,,
Nebraska,Blue Cross and Blue Shield of Nebraska,Commercial/ACA,Total shoulder replacement,23472,NOT RESEARCHED (regional Blue),,,,
Nebraska,Blue Cross and Blue Shield of Nebraska,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (regional Blue),,,,
